"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","GDP","TOT","USD_CAP","A","2000",36950.225085,
"NOR","GDP","TOT","USD_CAP","A","2001",37816.217342,
"NOR","GDP","TOT","USD_CAP","A","2002",37961.126489,
"NOR","GDP","TOT","USD_CAP","A","2003",38529.227062,
"NOR","GDP","TOT","USD_CAP","A","2004",42500.793399,
"NOR","GDP","TOT","USD_CAP","A","2005",47775.439181,
"NOR","GDP","TOT","USD_CAP","A","2006",54083.027484,
"NOR","GDP","TOT","USD_CAP","A","2007",55888.930715,
"NOR","GDP","TOT","USD_CAP","A","2008",61759.991318,
"NOR","GDP","TOT","USD_CAP","A","2009",55424.434329,
"NOR","GDP","TOT","USD_CAP","A","2010",58025.022294,
"NOR","GDP","TOT","USD_CAP","A","2011",62146.13251,
"NOR","GDP","TOT","USD_CAP","A","2012",65441.924842,
"NOR","GDP","TOT","USD_CAP","A","2013",67051.142866,
"NOR","GDP","TOT","USD_CAP","A","2014",66018.42418,
"NOR","GDP","TOT","USD_CAP","A","2015",61713.18866,
"NOR","GDP","TOT","USD_CAP","A","2016",58834.460566,
"NOR","GDP","TOT","USD_CAP","A","2017",61576.324913,
"POL","GDP","TOT","USD_CAP","A","1990",6191.735076,"E"
"POL","GDP","TOT","USD_CAP","A","1991",5936.806987,"E"
"POL","GDP","TOT","USD_CAP","A","1992",6214.416072,"E"
"POL","GDP","TOT","USD_CAP","A","1993",6591.826014,"E"
"POL","GDP","TOT","USD_CAP","A","1994",7082.68146,"E"
"POL","GDP","TOT","USD_CAP","A","1995",7728.504623,
"POL","GDP","TOT","USD_CAP","A","1996",8325.091365,
"POL","GDP","TOT","USD_CAP","A","1997",9001.409289,
"POL","GDP","TOT","USD_CAP","A","1998",9557.532347,
"POL","GDP","TOT","USD_CAP","A","1999",10124.603574,
"POL","GDP","TOT","USD_CAP","A","2000",10651.973236,
"POL","GDP","TOT","USD_CAP","A","2001",11110.355958,
"POL","GDP","TOT","USD_CAP","A","2002",11780.566974,
"POL","GDP","TOT","USD_CAP","A","2003",12259.375926,
"POL","GDP","TOT","USD_CAP","A","2004",13346.654632,
"POL","GDP","TOT","USD_CAP","A","2005",13897.543071,
"POL","GDP","TOT","USD_CAP","A","2006",15147.826497,
"POL","GDP","TOT","USD_CAP","A","2007",16787.075694,
"POL","GDP","TOT","USD_CAP","A","2008",18315.13109,
"POL","GDP","TOT","USD_CAP","A","2009",19077.280011,
"POL","GDP","TOT","USD_CAP","A","2010",20809.456837,
"POL","GDP","TOT","USD_CAP","A","2011",22576.179383,
"POL","GDP","TOT","USD_CAP","A","2012",23542.002955,
"POL","GDP","TOT","USD_CAP","A","2013",24422.763907,
"POL","GDP","TOT","USD_CAP","A","2014",25288.230814,
"POL","GDP","TOT","USD_CAP","A","2015",26270.68427,
"POL","GDP","TOT","USD_CAP","A","2016",27055.19212,
"POL","GDP","TOT","USD_CAP","A","2017",28686.235422,
"PRT","GDP","TOT","USD_CAP","A","1970",2080.839953,"E"
"PRT","GDP","TOT","USD_CAP","A","1971",2351.998821,"E"
"PRT","GDP","TOT","USD_CAP","A","1972",2654.505174,"E"
"PRT","GDP","TOT","USD_CAP","A","1973",3111.385746,"E"
"PRT","GDP","TOT","USD_CAP","A","1974",3382.236654,"E"
"PRT","GDP","TOT","USD_CAP","A","1975",3403.045659,"E"
"PRT","GDP","TOT","USD_CAP","A","1976",3730.079464,"E"
"PRT","GDP","TOT","USD_CAP","A","1977",4139.158822,"E"
"PRT","GDP","TOT","USD_CAP","A","1978",4505.445732,"E"
"PRT","GDP","TOT","USD_CAP","A","1979",5097.518177,"E"
"PRT","GDP","TOT","USD_CAP","A","1980",5749.795445,"E"
"PRT","GDP","TOT","USD_CAP","A","1981",6333.860498,"E"
"PRT","GDP","TOT","USD_CAP","A","1982",6828.157328,"E"
"PRT","GDP","TOT","USD_CAP","A","1983",7054.865648,"E"
"PRT","GDP","TOT","USD_CAP","A","1984",7143.455424,"E"
"PRT","GDP","TOT","USD_CAP","A","1985",7562.327838,"E"
"PRT","GDP","TOT","USD_CAP","A","1986",8034.378051,"E"
"PRT","GDP","TOT","USD_CAP","A","1987",8780.054407,"E"
"PRT","GDP","TOT","USD_CAP","A","1988",9793.481852,"E"
"PRT","GDP","TOT","USD_CAP","A","1989",10863.32576,"E"
"PRT","GDP","TOT","USD_CAP","A","1990",11755.163472,"E"
"PRT","GDP","TOT","USD_CAP","A","1991",12712.976538,"E"
"PRT","GDP","TOT","USD_CAP","A","1992",13149.729134,"E"
"PRT","GDP","TOT","USD_CAP","A","1993",13172.840854,"E"
"PRT","GDP","TOT","USD_CAP","A","1994",13550.371468,"E"
"PRT","GDP","TOT","USD_CAP","A","1995",14384.563775,
"PRT","GDP","TOT","USD_CAP","A","1996",14899.395023,
"PRT","GDP","TOT","USD_CAP","A","1997",15783.749856,
"PRT","GDP","TOT","USD_CAP","A","1998",16677.92618,
"PRT","GDP","TOT","USD_CAP","A","1999",17723.51132,
"PRT","GDP","TOT","USD_CAP","A","2000",18883.893995,
"PRT","GDP","TOT","USD_CAP","A","2001",19556.931667,
"PRT","GDP","TOT","USD_CAP","A","2002",20367.738703,
"PRT","GDP","TOT","USD_CAP","A","2003",20839.500134,
"PRT","GDP","TOT","USD_CAP","A","2004",21483.237762,
"PRT","GDP","TOT","USD_CAP","A","2005",22739.663819,
"PRT","GDP","TOT","USD_CAP","A","2006",24658.539698,
"PRT","GDP","TOT","USD_CAP","A","2007",25701.415423,
"PRT","GDP","TOT","USD_CAP","A","2008",26631.49833,
"PRT","GDP","TOT","USD_CAP","A","2009",26464.480971,
"PRT","GDP","TOT","USD_CAP","A","2010",27334.809057,
"PRT","GDP","TOT","USD_CAP","A","2011",26780.130678,
"PRT","GDP","TOT","USD_CAP","A","2012",26454.226847,
"PRT","GDP","TOT","USD_CAP","A","2013",27899.476143,
"PRT","GDP","TOT","USD_CAP","A","2014",28746.525806,
"PRT","GDP","TOT","USD_CAP","A","2015",29532.32841,
"PRT","GDP","TOT","USD_CAP","A","2016",30821.510667,
"PRT","GDP","TOT","USD_CAP","A","2017",31905.191684,"P"
"SVK","GDP","TOT","USD_CAP","A","1992",7145.839141,"E"
"SVK","GDP","TOT","USD_CAP","A","1993",7429.755903,"E"
"SVK","GDP","TOT","USD_CAP","A","1994",8025.731362,"E"
"SVK","GDP","TOT","USD_CAP","A","1995",8645.277554,
"SVK","GDP","TOT","USD_CAP","A","1996",9358.226152,
"SVK","GDP","TOT","USD_CAP","A","1997",10063.403716,
"SVK","GDP","TOT","USD_CAP","A","1998",10603.905477,
"SVK","GDP","TOT","USD_CAP","A","1999",10701.518064,
"SVK","GDP","TOT","USD_CAP","A","2000",11329.647783,
"SVK","GDP","TOT","USD_CAP","A","2001",12380.140185,
"SVK","GDP","TOT","USD_CAP","A","2002",13290.17514,
"SVK","GDP","TOT","USD_CAP","A","2003",14123.110609,
"SVK","GDP","TOT","USD_CAP","A","2004",15165.159445,
"SVK","GDP","TOT","USD_CAP","A","2005",16572.063714,
"SVK","GDP","TOT","USD_CAP","A","2006",18804.577756,
"SVK","GDP","TOT","USD_CAP","A","2007",21075.413987,
"SVK","GDP","TOT","USD_CAP","A","2008",23574.932189,
"SVK","GDP","TOT","USD_CAP","A","2009",22921.662356,
"SVK","GDP","TOT","USD_CAP","A","2010",24809.254817,
"SVK","GDP","TOT","USD_CAP","A","2011",25836.338992,
"SVK","GDP","TOT","USD_CAP","A","2012",26654.008792,
"SVK","GDP","TOT","USD_CAP","A","2013",27899.621343,
"SVK","GDP","TOT","USD_CAP","A","2014",28928.17644,
"SVK","GDP","TOT","USD_CAP","A","2015",29529.977723,
"SVK","GDP","TOT","USD_CAP","A","2016",30460.32019,
"SVK","GDP","TOT","USD_CAP","A","2017",31625.206672,
"ESP","GDP","TOT","USD_CAP","A","1970",2764.637649,"E"
"ESP","GDP","TOT","USD_CAP","A","1971",3012.165642,"E"
"ESP","GDP","TOT","USD_CAP","A","1972",3368.336712,"E"
"ESP","GDP","TOT","USD_CAP","A","1973",3793.948925,"E"
"ESP","GDP","TOT","USD_CAP","A","1974",4325.212234,"E"
"ESP","GDP","TOT","USD_CAP","A","1975",4702.178595,"E"
"ESP","GDP","TOT","USD_CAP","A","1976",5063.983799,"E"
"ESP","GDP","TOT","USD_CAP","A","1977",5465.367267,"E"
"ESP","GDP","TOT","USD_CAP","A","1978",5868.357281,"E"
"ESP","GDP","TOT","USD_CAP","A","1979",6298.963181,"E"
"ESP","GDP","TOT","USD_CAP","A","1980",6943.491066,"E"
"ESP","GDP","TOT","USD_CAP","A","1981",7535.290544,"E"
"ESP","GDP","TOT","USD_CAP","A","1982",8059.163351,"E"
"ESP","GDP","TOT","USD_CAP","A","1983",8485.627068,"E"
"ESP","GDP","TOT","USD_CAP","A","1984",8907.084752,"E"
"ESP","GDP","TOT","USD_CAP","A","1985",9370.947406,"E"
"ESP","GDP","TOT","USD_CAP","A","1986",9841.067121,"E"
"ESP","GDP","TOT","USD_CAP","A","1987",10625.771047,"E"
"ESP","GDP","TOT","USD_CAP","A","1988",11532.656353,"E"
"ESP","GDP","TOT","USD_CAP","A","1989",12535.094958,"E"
"ESP","GDP","TOT","USD_CAP","A","1990",13469.836375,"E"
"ESP","GDP","TOT","USD_CAP","A","1991",14247.271894,"E"
"ESP","GDP","TOT","USD_CAP","A","1992",14673.143564,"E"
"ESP","GDP","TOT","USD_CAP","A","1993",14834.865235,"E"
"ESP","GDP","TOT","USD_CAP","A","1994",15483.875778,"E"
"ESP","GDP","TOT","USD_CAP","A","1995",16219.21136,
"ESP","GDP","TOT","USD_CAP","A","1996",16914.919026,
"ESP","GDP","TOT","USD_CAP","A","1997",17863.90811,
"ESP","GDP","TOT","USD_CAP","A","1998",19018.26396,
"ESP","GDP","TOT","USD_CAP","A","1999",19915.47899,
"ESP","GDP","TOT","USD_CAP","A","2000",21537.83089,
"ESP","GDP","TOT","USD_CAP","A","2001",22977.344341,
"ESP","GDP","TOT","USD_CAP","A","2002",24367.460753,
"ESP","GDP","TOT","USD_CAP","A","2003",25049.310694,
"ESP","GDP","TOT","USD_CAP","A","2004",26227.889555,
"ESP","GDP","TOT","USD_CAP","A","2005",27696.201196,
"ESP","GDP","TOT","USD_CAP","A","2006",30844.479418,
"ESP","GDP","TOT","USD_CAP","A","2007",32584.786598,
"ESP","GDP","TOT","USD_CAP","A","2008",33442.622642,
"ESP","GDP","TOT","USD_CAP","A","2009",32381.667442,
"ESP","GDP","TOT","USD_CAP","A","2010",31964.447281,
"ESP","GDP","TOT","USD_CAP","A","2011",32072.864734,
"ESP","GDP","TOT","USD_CAP","A","2012",31993.079214,
"ESP","GDP","TOT","USD_CAP","A","2013",32622.825214,
"ESP","GDP","TOT","USD_CAP","A","2014",33728.452022,
"ESP","GDP","TOT","USD_CAP","A","2015",34881.907459,
"ESP","GDP","TOT","USD_CAP","A","2016",36338.997401,"P"
"ESP","GDP","TOT","USD_CAP","A","2017",38115.709137,"P"
"SWE","GDP","TOT","USD_CAP","A","1970",4845.750003,"E"
"SWE","GDP","TOT","USD_CAP","A","1971",5104.993015,"E"
"SWE","GDP","TOT","USD_CAP","A","1972",5431.799429,"E"
"SWE","GDP","TOT","USD_CAP","A","1973",5943.685268,"E"
"SWE","GDP","TOT","USD_CAP","A","1974",6665.118214,"E"
"SWE","GDP","TOT","USD_CAP","A","1975",7440.051388,"E"
"SWE","GDP","TOT","USD_CAP","A","1976",7902.536014,"E"
"SWE","GDP","TOT","USD_CAP","A","1977",8229.730884,"E"
"SWE","GDP","TOT","USD_CAP","A","1978",8935.839438,"E"
"SWE","GDP","TOT","USD_CAP","A","1979",10022.027457,"E"
"SWE","GDP","TOT","USD_CAP","A","1980",11090.209988,"E"
"SWE","GDP","TOT","USD_CAP","A","1981",12166.129598,"E"
"SWE","GDP","TOT","USD_CAP","A","1982",13074.365949,"E"
"SWE","GDP","TOT","USD_CAP","A","1983",13842.246981,"E"
"SWE","GDP","TOT","USD_CAP","A","1984",14925.303333,"E"
"SWE","GDP","TOT","USD_CAP","A","1985",15711.115864,"E"
"SWE","GDP","TOT","USD_CAP","A","1986",16420.145575,"E"
"SWE","GDP","TOT","USD_CAP","A","1987",17345.801465,"E"
"SWE","GDP","TOT","USD_CAP","A","1988",18329.547908,"E"
"SWE","GDP","TOT","USD_CAP","A","1989",19416.545195,"E"
"SWE","GDP","TOT","USD_CAP","A","1990",20130.31106,"E"
"SWE","GDP","TOT","USD_CAP","A","1991",20423.584035,"E"
"SWE","GDP","TOT","USD_CAP","A","1992",20525.648062,"E"
"SWE","GDP","TOT","USD_CAP","A","1993",20460.266875,
"SWE","GDP","TOT","USD_CAP","A","1994",21596.09336,
"SWE","GDP","TOT","USD_CAP","A","1995",22813.348526,
"SWE","GDP","TOT","USD_CAP","A","1996",23628.902062,
"SWE","GDP","TOT","USD_CAP","A","1997",24485.442015,
"SWE","GDP","TOT","USD_CAP","A","1998",25523.812125,
"SWE","GDP","TOT","USD_CAP","A","1999",27181.281341,
"SWE","GDP","TOT","USD_CAP","A","2000",29316.062187,
"SWE","GDP","TOT","USD_CAP","A","2001",29703.825087,
"SWE","GDP","TOT","USD_CAP","A","2002",30636.216886,
"SWE","GDP","TOT","USD_CAP","A","2003",31510.873437,
"SWE","GDP","TOT","USD_CAP","A","2004",33579.44869,
"SWE","GDP","TOT","USD_CAP","A","2005",34005.999286,
"SWE","GDP","TOT","USD_CAP","A","2006",37468.497605,
"SWE","GDP","TOT","USD_CAP","A","2007",40621.085173,
"SWE","GDP","TOT","USD_CAP","A","2008",41904.298073,
"SWE","GDP","TOT","USD_CAP","A","2009",39687.916313,
"SWE","GDP","TOT","USD_CAP","A","2010",41673.382525,
"SWE","GDP","TOT","USD_CAP","A","2011",43808.563652,
"SWE","GDP","TOT","USD_CAP","A","2012",44774.263664,
"SWE","GDP","TOT","USD_CAP","A","2013",45721.897416,
"SWE","GDP","TOT","USD_CAP","A","2014",46572.505607,
"SWE","GDP","TOT","USD_CAP","A","2015",47910.400712,
"SWE","GDP","TOT","USD_CAP","A","2016",48639.169689,
"SWE","GDP","TOT","USD_CAP","A","2017",49952.781707,
"CHE","GDP","TOT","USD_CAP","A","1970",7159.603813,"E"
"CHE","GDP","TOT","USD_CAP","A","1971",7735.577477,"E"
"CHE","GDP","TOT","USD_CAP","A","1972",8253.201529,"E"
"CHE","GDP","TOT","USD_CAP","A","1973",8912.383062,"E"
"CHE","GDP","TOT","USD_CAP","A","1974",9825.548611,"E"
"CHE","GDP","TOT","USD_CAP","A","1975",10041.425275,"E"
"CHE","GDP","TOT","USD_CAP","A","1976",10559.683408,"E"
"CHE","GDP","TOT","USD_CAP","A","1977",11518.339769,"E"
"CHE","GDP","TOT","USD_CAP","A","1978",12345.947197,"E"
"CHE","GDP","TOT","USD_CAP","A","1979",13658.800835,"E"
"CHE","GDP","TOT","USD_CAP","A","1980",15492.000555,
"CHE","GDP","TOT","USD_CAP","A","1981",17091.995573,
"CHE","GDP","TOT","USD_CAP","A","1982",17809.195113,
"CHE","GDP","TOT","USD_CAP","A","1983",18588.315863,
"CHE","GDP","TOT","USD_CAP","A","1984",19756.308691,
"CHE","GDP","TOT","USD_CAP","A","1985",21046.273837,
"CHE","GDP","TOT","USD_CAP","A","1986",21738.140642,
"CHE","GDP","TOT","USD_CAP","A","1987",22488.571636,
"CHE","GDP","TOT","USD_CAP","A","1988",23849.510478,
"CHE","GDP","TOT","USD_CAP","A","1989",25651.777183,
"CHE","GDP","TOT","USD_CAP","A","1990",27280.968528,
"CHE","GDP","TOT","USD_CAP","A","1991",27590.622877,
"CHE","GDP","TOT","USD_CAP","A","1992",27951.249712,
"CHE","GDP","TOT","USD_CAP","A","1993",28393.088039,
"CHE","GDP","TOT","USD_CAP","A","1994",29165.242479,
"CHE","GDP","TOT","USD_CAP","A","1995",29669.558561,
"CHE","GDP","TOT","USD_CAP","A","1996",30284.004099,
"CHE","GDP","TOT","USD_CAP","A","1997",31524.390341,
"CHE","GDP","TOT","USD_CAP","A","1998",32613.258037,
"CHE","GDP","TOT","USD_CAP","A","1999",33505.301143,
"CHE","GDP","TOT","USD_CAP","A","2000",35428.549425,
"CHE","GDP","TOT","USD_CAP","A","2001",36552.821985,
"CHE","GDP","TOT","USD_CAP","A","2002",37466.381843,
"CHE","GDP","TOT","USD_CAP","A","2003",37460.724379,
"CHE","GDP","TOT","USD_CAP","A","2004",38927.089665,
"CHE","GDP","TOT","USD_CAP","A","2005",40326.87635,
"CHE","GDP","TOT","USD_CAP","A","2006",44865.23766,
"CHE","GDP","TOT","USD_CAP","A","2007",49491.674702,
"CHE","GDP","TOT","USD_CAP","A","2008",52362.64918,
"CHE","GDP","TOT","USD_CAP","A","2009",51555.312676,
"CHE","GDP","TOT","USD_CAP","A","2010",52911.374735,
"CHE","GDP","TOT","USD_CAP","A","2011",56183.817871,
"CHE","GDP","TOT","USD_CAP","A","2012",57849.601723,
"CHE","GDP","TOT","USD_CAP","A","2013",60108.540531,
"CHE","GDP","TOT","USD_CAP","A","2014",61902.16174,
"CHE","GDP","TOT","USD_CAP","A","2015",63648.30306,
"CHE","GDP","TOT","USD_CAP","A","2016",63888.708682,"P"
"CHE","GDP","TOT","USD_CAP","A","2017",64834.800529,"E"
"TUR","GDP","TOT","USD_CAP","A","1970",1780.613673,"E"
"TUR","GDP","TOT","USD_CAP","A","1971",1926.446884,"E"
"TUR","GDP","TOT","USD_CAP","A","1972",2105.774708,"E"
"TUR","GDP","TOT","USD_CAP","A","1973",2236.188561,"E"
"TUR","GDP","TOT","USD_CAP","A","1974",2509.847585,"E"
"TUR","GDP","TOT","USD_CAP","A","1975",2862.595057,"E"
"TUR","GDP","TOT","USD_CAP","A","1976",3267.437616,"E"
"TUR","GDP","TOT","USD_CAP","A","1977",3515.000777,"E"
"TUR","GDP","TOT","USD_CAP","A","1978",3740.285725,"E"
"TUR","GDP","TOT","USD_CAP","A","1979",3941.530979,"E"
"TUR","GDP","TOT","USD_CAP","A","1980",4106.244644,"E"
"TUR","GDP","TOT","USD_CAP","A","1981",4593.677642,"E"
"TUR","GDP","TOT","USD_CAP","A","1982",4928.244912,"E"
"TUR","GDP","TOT","USD_CAP","A","1983",5245.267683,"E"
"TUR","GDP","TOT","USD_CAP","A","1984",5653.478509,"E"
"TUR","GDP","TOT","USD_CAP","A","1985",5932.38786,"E"
"TUR","GDP","TOT","USD_CAP","A","1986",6328.958353,"E"
"TUR","GDP","TOT","USD_CAP","A","1987",6985.240006,"E"
"TUR","GDP","TOT","USD_CAP","A","1988",7258.6362,"E"
"TUR","GDP","TOT","USD_CAP","A","1989",7430.925357,"E"
"TUR","GDP","TOT","USD_CAP","A","1990",8277.254801,"E"
"TUR","GDP","TOT","USD_CAP","A","1991",8488.02612,"E"
"TUR","GDP","TOT","USD_CAP","A","1992",9050.722859,"E"
"TUR","GDP","TOT","USD_CAP","A","1993",9850.994904,"E"
"TUR","GDP","TOT","USD_CAP","A","1994",9362.385823,"E"
"TUR","GDP","TOT","USD_CAP","A","1995",10087.406985,"E"
"TUR","GDP","TOT","USD_CAP","A","1996",10807.959367,"E"
"TUR","GDP","TOT","USD_CAP","A","1997",11635.956458,"E"
"TUR","GDP","TOT","USD_CAP","A","1998",8923.511862,
"TUR","GDP","TOT","USD_CAP","A","1999",8608.417262,
"TUR","GDP","TOT","USD_CAP","A","2000",9431.352032,
"TUR","GDP","TOT","USD_CAP","A","2001",9089.597607,
"TUR","GDP","TOT","USD_CAP","A","2002",9207.886408,
"TUR","GDP","TOT","USD_CAP","A","2003",9490.692786,
"TUR","GDP","TOT","USD_CAP","A","2004",10749.720932,
"TUR","GDP","TOT","USD_CAP","A","2005",11772.988911,
"TUR","GDP","TOT","USD_CAP","A","2006",13497.951415,
"TUR","GDP","TOT","USD_CAP","A","2007",14712.884678,
"TUR","GDP","TOT","USD_CAP","A","2008",15901.07695,
"TUR","GDP","TOT","USD_CAP","A","2009",15330.480807,
"TUR","GDP","TOT","USD_CAP","A","2010",17281.327027,
"TUR","GDP","TOT","USD_CAP","A","2011",19517.181462,
"TUR","GDP","TOT","USD_CAP","A","2012",20549.293077,"E"
"TUR","GDP","TOT","USD_CAP","A","2013",22314.403668,"E"
"TUR","GDP","TOT","USD_CAP","A","2014",24158.80637,"E"
"TUR","GDP","TOT","USD_CAP","A","2015",25111.776455,"E"
"TUR","GDP","TOT","USD_CAP","A","2016",25655.471775,"E"
"TUR","GDP","TOT","USD_CAP","A","2017",27091.932154,"E"
"GBR","GDP","TOT","USD_CAP","A","1960",2186.298678,
"GBR","GDP","TOT","USD_CAP","A","1961",2248.226997,
"GBR","GDP","TOT","USD_CAP","A","1962",2296.179887,
"GBR","GDP","TOT","USD_CAP","A","1963",2419.069763,
"GBR","GDP","TOT","USD_CAP","A","1964",2563.492244,
"GBR","GDP","TOT","USD_CAP","A","1965",2694.142395,
"GBR","GDP","TOT","USD_CAP","A","1966",2834.567525,
"GBR","GDP","TOT","USD_CAP","A","1967",2976.523362,
"GBR","GDP","TOT","USD_CAP","A","1968",3268.199673,
"GBR","GDP","TOT","USD_CAP","A","1969",3507.172729,
"GBR","GDP","TOT","USD_CAP","A","1970",3613.939033,
"GBR","GDP","TOT","USD_CAP","A","1971",3908.962621,
"GBR","GDP","TOT","USD_CAP","A","1972",4240.817118,
"GBR","GDP","TOT","USD_CAP","A","1973",4751.97484,
"GBR","GDP","TOT","USD_CAP","A","1974",5050.103789,
"GBR","GDP","TOT","USD_CAP","A","1975",5437.170274,
"GBR","GDP","TOT","USD_CAP","A","1976",5903.572983,
"GBR","GDP","TOT","USD_CAP","A","1977",6425.918064,
"GBR","GDP","TOT","USD_CAP","A","1978",7167.595397,
"GBR","GDP","TOT","USD_CAP","A","1979",8040.782944,
"GBR","GDP","TOT","USD_CAP","A","1980",8574.469157,
"GBR","GDP","TOT","USD_CAP","A","1981",9298.100287,
"GBR","GDP","TOT","USD_CAP","A","1982",10085.461506,
"GBR","GDP","TOT","USD_CAP","A","1983",10921.434118,
"GBR","GDP","TOT","USD_CAP","A","1984",11547.301757,
"GBR","GDP","TOT","USD_CAP","A","1985",12384.882471,
"GBR","GDP","TOT","USD_CAP","A","1986",12999.625981,
"GBR","GDP","TOT","USD_CAP","A","1987",14009.060223,
"GBR","GDP","TOT","USD_CAP","A","1988",15302.709087,
"GBR","GDP","TOT","USD_CAP","A","1989",16260.161533,
"GBR","GDP","TOT","USD_CAP","A","1990",16937.26821,
"GBR","GDP","TOT","USD_CAP","A","1991",17250.294124,
"GBR","GDP","TOT","USD_CAP","A","1992",17664.605566,
"GBR","GDP","TOT","USD_CAP","A","1993",18500.440298,
"GBR","GDP","TOT","USD_CAP","A","1994",19577.051936,
"GBR","GDP","TOT","USD_CAP","A","1995",20431.270425,
"GBR","GDP","TOT","USD_CAP","A","1996",21756.404508,
"GBR","GDP","TOT","USD_CAP","A","1997",22949.910587,
"GBR","GDP","TOT","USD_CAP","A","1998",23500.851435,
"GBR","GDP","TOT","USD_CAP","A","1999",24209.022695,
"GBR","GDP","TOT","USD_CAP","A","2000",26253.837406,
"GBR","GDP","TOT","USD_CAP","A","2001",27538.360542,
"GBR","GDP","TOT","USD_CAP","A","2002",28884.137838,
"GBR","GDP","TOT","USD_CAP","A","2003",30129.454694,
"GBR","GDP","TOT","USD_CAP","A","2004",31819.984182,
"GBR","GDP","TOT","USD_CAP","A","2005",32485.915648,
"GBR","GDP","TOT","USD_CAP","A","2006",34570.122971,
"GBR","GDP","TOT","USD_CAP","A","2007",35403.393469,
"GBR","GDP","TOT","USD_CAP","A","2008",36416.475543,
"GBR","GDP","TOT","USD_CAP","A","2009",34771.681491,
"GBR","GDP","TOT","USD_CAP","A","2010",36051.430571,
"GBR","GDP","TOT","USD_CAP","A","2011",36805.144929,
"GBR","GDP","TOT","USD_CAP","A","2012",37908.469748,
"GBR","GDP","TOT","USD_CAP","A","2013",39519.051474,
"GBR","GDP","TOT","USD_CAP","A","2014",40877.728499,
"GBR","GDP","TOT","USD_CAP","A","2015",41748.280053,
"GBR","GDP","TOT","USD_CAP","A","2016",42757.048917,
"GBR","GDP","TOT","USD_CAP","A","2017",43402.25531,
"USA","GDP","TOT","USD_CAP","A","1970",5233.352349,
"USA","GDP","TOT","USD_CAP","A","1971",5608.545346,
"USA","GDP","TOT","USD_CAP","A","1972",6093.20516,
"USA","GDP","TOT","USD_CAP","A","1973",6725.406839,
"USA","GDP","TOT","USD_CAP","A","1974",7224.204995,
"USA","GDP","TOT","USD_CAP","A","1975",7801.167695,
"USA","GDP","TOT","USD_CAP","A","1976",8590.244216,
"USA","GDP","TOT","USD_CAP","A","1977",9450.431025,
"USA","GDP","TOT","USD_CAP","A","1978",10562.860184,
"USA","GDP","TOT","USD_CAP","A","1979",11671.541407,
"USA","GDP","TOT","USD_CAP","A","1980",12547.12681,
"USA","GDP","TOT","USD_CAP","A","1981",13943.17589,
"USA","GDP","TOT","USD_CAP","A","1982",14399.353194,
"USA","GDP","TOT","USD_CAP","A","1983",15508.007835,
"USA","GDP","TOT","USD_CAP","A","1984",17080.014721,
"USA","GDP","TOT","USD_CAP","A","1985",18192.326398,
"USA","GDP","TOT","USD_CAP","A","1986",19027.646323,
"USA","GDP","TOT","USD_CAP","A","1987",19993.226076,
"USA","GDP","TOT","USD_CAP","A","1988",21367.896156,
"USA","GDP","TOT","USD_CAP","A","1989",22804.674457,
"USA","GDP","TOT","USD_CAP","A","1990",23835.319229,
"USA","GDP","TOT","USD_CAP","A","1991",24289.547588,
"USA","GDP","TOT","USD_CAP","A","1992",25378.624641,
"USA","GDP","TOT","USD_CAP","A","1993",26350.492927,
"USA","GDP","TOT","USD_CAP","A","1994",27660.268357,
"USA","GDP","TOT","USD_CAP","A","1995",28657.512716,
"USA","GDP","TOT","USD_CAP","A","1996",29932.157767,
"USA","GDP","TOT","USD_CAP","A","1997",31424.438925,
"USA","GDP","TOT","USD_CAP","A","1998",32817.981996,
"USA","GDP","TOT","USD_CAP","A","1999",34477.972133,
"USA","GDP","TOT","USD_CAP","A","2000",36304.602016,
"USA","GDP","TOT","USD_CAP","A","2001",37099.910597,
"USA","GDP","TOT","USD_CAP","A","2002",37979.607925,
"USA","GDP","TOT","USD_CAP","A","2003",39426.087136,
"USA","GDP","TOT","USD_CAP","A","2004",41647.843907,
"USA","GDP","TOT","USD_CAP","A","2005",44043.734142,
"USA","GDP","TOT","USD_CAP","A","2006",46230.846201,
"USA","GDP","TOT","USD_CAP","A","2007",47902.060352,
"USA","GDP","TOT","USD_CAP","A","2008",48311.223702,
"USA","GDP","TOT","USD_CAP","A","2009",47028.160396,
"USA","GDP","TOT","USD_CAP","A","2010",48393.616403,
"USA","GDP","TOT","USD_CAP","A","2011",49800.325539,
"USA","GDP","TOT","USD_CAP","A","2012",51521.458518,
"USA","GDP","TOT","USD_CAP","A","2013",53016.288795,
"USA","GDP","TOT","USD_CAP","A","2014",54935.200484,
"USA","GDP","TOT","USD_CAP","A","2015",56700.880423,
"USA","GDP","TOT","USD_CAP","A","2016",57797.462214,
"USA","GDP","TOT","USD_CAP","A","2017",59774.264302,
"CHL","GDP","TOT","USD_CAP","A","1986",3367.59832,"E"
"CHL","GDP","TOT","USD_CAP","A","1987",3618.003981,"E"
"CHL","GDP","TOT","USD_CAP","A","1988",3950.577178,"E"
"CHL","GDP","TOT","USD_CAP","A","1989",4462.218044,"E"
"CHL","GDP","TOT","USD_CAP","A","1990",4719.980303,"E"
"CHL","GDP","TOT","USD_CAP","A","1991",5170.360006,"E"
"CHL","GDP","TOT","USD_CAP","A","1992",5831.826785,"E"
